City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
260,susuman,62.7833,148.1667,-45.07,100,91,0.24,RU,1735827911
261,hampton bays,40.869,-72.5176,4.36,63,0,10.28,US,1735827912
262,posto fiscal rolim de moura,-13.0833,-62.2667,28.33,67,99,1.63,BR,1735827913
263,tanjung selor,2.8372,117.3642,23.79,97,96,1.13,ID,1735827915
264,luganville,-15.5333,167.1667,25.12,89,13,1.81,VU,1735827916
265,pauini,-7.7136,-66.9764,23.94,92,100,0.87,BR,1735827917
266,cherdyn',60.403,56.4787,-9.22,93,100,5.66,RU,1735827808
267,mount gambier,-37.8333,140.7667,9.82,83,6,3.01,AU,1735827920
268,vila franca do campo,37.7167,-25.4333,19.23,99,39,7.05,PT,1735827921
269,harfleur,49.5066,0.1983,6.53,81,75,5.66,FR,1735827923
270,rokupr,8.6717,-12.395,36.67,16,5,1.54,SL,1735827924
271,rakops,-21.0167,24.3333,30.33,43,100,5.68,BW,1735827925
272,sarioglan,39.0769,35.9667,3.37,49,0,1.29,TR,1735827927
273,abepura,-2.6333,140.5833,24.45,94,20,0.51,ID,1735827928
274,asubulaq,49.5583,83.0558,-5.4,92,100,2.54,KZ,1735827929
275,maceio,-9.6658,-35.7353,30.69,58,75,5.14,BR,1735827932
276,ibipeba,-11.6408,-42.0111,31.9,36,38,3.03,BR,1735827933
277,teknaf,20.8624,92.3058,19.45,77,0,3.88,BD,1735827935
278,bondo,3.8146,23.6866,36.32,13,79,2.32,CD,1735827936
279,usinsk,65.9939,57.5281,-8.37,88,100,7.83,RU,1735827641
280,okhotsk,59.3833,143.3,-28.58,74,51,5.37,RU,1735827939
281,jacmel,18.2342,-72.5347,25.94,63,5,0.68,HT,1735827940
282,lerwick,60.1545,-1.1494,1.31,61,100,10.26,GB,1735827941
283,tazovsky,67.4667,78.7,-10.38,94,100,6.54,RU,1735827532
284,al ghayzah,16.2079,52.176,24.63,53,0,3.79,YE,1735827945
285,san juan de miraflores,-12.1629,-76.9635,20.29,81,100,3.28,PE,1735827947
286,atbara,17.7022,33.9864,29.24,12,3,6.7,SD,1735827948
287,les sables-d'olonne,46.6667,-1.8333,7.47,88,100,3.21,FR,1735827949
288,cabedelo,-6.9811,-34.8339,32.37,61,51,5.93,BR,1735827951
289,hammerfest,70.6634,23.6821,-2.75,54,40,3.6,NO,1735827952
290,tadine,-21.55,167.8833,23.27,85,0,2.8,NC,1735827953
291,ceeldheer,3.8488,47.1806,28.06,66,13,10.44,SO,1735827954
292,twon-brass,4.3151,6.2418,29.49,70,84,6.65,NG,1735827956
293,mahibadhoo,3.7833,72.9667,25.99,88,100,9.17,MV,1735827957
294,chiredzi,-21.05,31.6667,30.16,54,84,4.46,ZW,1735827958
295,i-n-salah,27.1935,2.4607,17.64,30,0,4.11,DZ,1735827717
296,phichit,16.25,100.4167,24.44,70,8,1.42,TH,1735827961
297,kutum,14.2,24.6667,24.57,9,12,5.24,SD,1735827962
298,ilula,-7.6766,36.0366,22.45,81,95,1.43,TZ,1735827964
299,santa terezinha,-29.9002,-50.0904,25.53,71,7,2.0,BR,1735827965
300,chinde,26.8212,87.7095,14.69,72,0,2.3,NP,1735827966
301,harlingen,26.1906,-97.6961,19.39,100,100,4.12,US,1735827968
302,cole harbour,44.6724,-63.4751,4.96,92,100,7.72,CA,1735827969
303,guerrero negro,27.9769,-114.0611,13.77,70,100,1.34,MX,1735827970
304,ust'-ilimsk,58.0006,102.6619,-24.28,100,97,2.04,RU,1735827972
305,remire-montjoly,4.9167,-52.2667,30.02,74,40,6.69,GF,1735827973
306,fortaleza,-3.7227,-38.5247,31.07,62,40,8.75,BR,1735827699
307,champerico,14.3,-91.9167,25.07,75,100,1.35,GT,1735827975
308,arraial do cabo,-22.9661,-42.0278,28.98,61,0,7.72,BR,1735827977
309,najran,17.4924,44.1277,17.3,41,3,5.11,SA,1735827978
310,guiuan,11.0333,125.7247,27.6,85,100,4.39,PH,1735827981
311,shush,32.1942,48.2436,16.45,29,0,2.59,IR,1735827982
312,gisborne,-38.6533,178.0042,14.72,91,17,2.21,NZ,1735827983
313,kailua-kona,19.6406,-155.9956,21.42,82,38,2.91,US,1735827985
314,carutapera,-1.195,-46.02,29.62,68,53,4.12,BR,1735827986
315,luderitz,-26.6481,15.1594,25.14,54,7,12.79,NA,1735827988
316,swakopmund,-22.6833,14.5333,18.24,82,94,5.26,NA,1735827989
317,kristiansand,58.1467,7.9956,-0.64,73,0,2.57,NO,1735827896
318,bereznik,62.8551,42.7072,-5.78,96,100,3.12,RU,1735827992
319,atascadero,35.4894,-120.6707,11.72,64,97,3.45,US,1735827993
320,san luis de la loma,17.2706,-100.8939,23.63,69,30,1.9,MX,1735827994
321,sogndal,61.2283,7.1003,-2.79,86,75,6.17,NO,1735827996
322,muynoq,43.7683,59.0214,1.54,72,15,3.38,UZ,1735827997
323,baiti,13.745,-14.7482,32.03,13,0,5.06,SN,1735827998
324,sayan,-11.1361,-77.1933,23.2,68,100,2.49,PE,1735828000
325,chonchi,-42.6128,-73.8092,16.57,57,96,1.38,CL,1735828001
326,yarkovo,57.4028,67.0786,-12.89,95,59,3.5,RU,1735828002
327,beysehir,37.6773,31.7246,8.66,42,0,2.66,TR,1735828004
328,la libertad,-2.2333,-80.9,24.81,83,75,1.54,EC,1735828005
329,kingscliff,-28.2667,153.5667,21.89,78,20,2.57,AU,1735828006
330,tolanaro,-25.0319,46.9987,31.04,70,20,9.77,MG,1735828007
331,rovaniemi,66.5,25.7167,-17.33,85,100,0.51,FI,1735828009
332,gurupi,-11.7292,-49.0686,29.04,69,51,3.48,BR,1735828010
333,beylikova,39.6869,31.2056,6.34,56,0,3.24,TR,1735828012
334,ottawa,45.4112,-75.6981,-0.63,76,75,9.26,CA,1735828013
335,kikwit,-5.041,18.8162,30.7,53,100,1.43,CD,1735828014
336,sinah,36.809,43.0389,7.15,29,0,2.27,IQ,1735828016
337,al hazm,16.1641,44.7769,21.66,33,21,4.4,YE,1735828017
338,salinas,36.6777,-121.6555,10.05,70,0,0.0,US,1735828018
339,pundong,-7.9522,110.3486,24.67,90,100,1.64,ID,1735828019
340,hithadhoo,-0.6,73.0833,27.87,80,100,7.5,MV,1735828022
341,sumy,50.9216,34.8003,5.78,53,2,7.58,UA,1735827993
342,namibe,-15.1961,12.1522,23.9,73,66,5.32,AO,1735828025
343,birao,10.2849,22.7882,32.21,8,100,5.37,CF,1735828026
344,carsamba,41.1989,36.7219,14.86,36,0,2.06,TR,1735828027
345,reftinskiy,57.0901,61.6769,-10.74,89,84,3.81,RU,1735828029
346,nova sintra,14.8667,-24.7167,24.43,68,1,8.83,CV,1735828030
347,ilebo,-4.3167,20.5833,28.57,65,100,1.75,CD,1735828031
348,mudgee,-32.5943,149.5871,16.39,82,50,4.46,AU,1735828033
349,chernyanka,50.9409,37.8069,6.26,48,4,9.35,RU,1735827886
350,mount pearl,47.5166,-52.7813,5.41,97,100,12.35,CA,1735828035
351,garachico,28.7781,-17.7646,19.06,56,40,6.17,ES,1735828037
352,cape town,-33.9258,18.4232,24.93,62,0,9.77,ZA,1735827620
353,solnechnyy,50.7214,136.6319,-23.98,97,32,1.76,RU,1735828039
354,melfi,40.9965,15.6514,11.07,45,0,3.92,IT,1735827853
355,saldanha,-33.0117,17.9442,25.03,73,0,9.54,ZA,1735828042
356,city of balikpapan,-1.242,116.8942,25.97,89,20,2.06,ID,1735828043
357,marsh harbour,26.5412,-77.0636,21.1,62,57,6.11,BS,1735828045
358,sharan,54.8167,54.0,0.67,98,100,8.56,RU,1735828046
359,shubarshi,48.5872,57.1869,0.79,94,100,9.89,KZ,1735828047
360,baker city,44.7749,-117.8344,-1.16,86,100,0.0,US,1735828048
361,castillos,-34.1667,-53.8333,30.82,40,99,4.68,UY,1735828050
362,eleskirt,39.8033,42.6736,-11.35,74,3,1.98,TR,1735828053
363,pont rouge,48.8833,-72.0825,0.05,98,100,4.09,CA,1735828055
364,tazacorte,28.629,-17.9293,20.54,79,40,6.17,ES,1735827941
365,hassi messaoud,31.6804,6.0729,13.92,47,75,3.6,DZ,1735827819
366,mizhirah,16.8261,42.7333,28.91,61,0,6.17,SA,1735828059
367,angaur state,6.906,134.13,28.49,78,100,5.03,PW,1735828060
368,pariaman,-0.619,100.12,26.03,79,56,0.93,ID,1735828063
369,ryotsu-minato,38.0833,138.4333,1.29,92,100,3.26,JP,1735828064
370,daru,-9.0763,143.2092,24.62,84,98,3.0,PG,1735828066
371,sandnessjoen,66.0217,12.6316,-2.94,80,75,8.75,NO,1735828067
372,callao,-12.0667,-77.15,21.16,83,40,3.09,PE,1735828068
373,motygino,58.1831,94.7592,-25.1,99,100,1.27,RU,1735828069
374,flin flon,54.7682,-101.865,-25.09,84,100,2.06,CA,1735828071
375,egilsstadir,65.2653,-14.3948,-4.05,93,75,6.17,IS,1735828072
376,aasiaat,68.7098,-52.8699,-3.76,93,100,1.98,GL,1735828073
377,skeldon,5.8833,-57.1333,27.69,80,95,2.41,GY,1735828076
378,kingston,17.997,-76.7936,29.53,66,20,1.03,JM,1735828077
379,happy valley-goose bay,53.3168,-60.3315,4.17,81,100,5.66,CA,1735828079
380,olyokminsk,60.3736,120.4264,-44.9,100,70,0.33,RU,1735828080
381,vorkuta,67.5,64.0,-15.52,98,100,2.46,RU,1735828081
382,dancu,46.7592,28.2089,7.99,46,0,3.02,MD,1735828083
383,newman,37.3138,-121.0208,7.71,64,99,2.26,US,1735828084
384,santa maria,-29.6842,-53.8069,31.61,55,20,2.57,BR,1735828085
385,caleta de carquin,-11.0925,-77.6267,22.11,78,100,3.66,PE,1735828087
386,nurota,40.5614,65.6886,1.06,71,3,1.08,UZ,1735828088
387,naze,28.3667,129.4833,15.51,62,100,5.9,JP,1735828089
388,sao felix do xingu,-6.6447,-51.995,28.62,73,33,1.42,BR,1735828091
389,papao,-17.75,-149.55,24.82,83,100,4.71,PF,1735828092
390,thunder bay,48.4001,-89.3168,-12.01,72,75,3.09,CA,1735828093
391,tofol,5.3248,163.0078,28.13,79,87,6.45,FM,1735828094
392,kattivakkam,13.2167,80.3167,26.65,70,100,3.48,IN,1735828096
393,chui,-33.6971,-53.4616,30.27,46,69,4.03,UY,1735828097
394,valparaiso,-33.0393,-71.6273,23.04,56,75,3.09,CL,1735827856
395,ismailia,30.6043,32.2723,20.04,37,0,5.14,EG,1735828100
396,arkhara,49.4212,130.0842,-26.03,100,100,0.93,RU,1735828101
397,brisas de zicatela,15.8369,-97.0419,22.29,78,75,2.57,MX,1735828102
398,labytnangi,66.6572,66.4183,-22.7,100,98,0.33,RU,1735828104
399,aoulef,26.9667,1.0833,17.35,31,0,6.86,DZ,1735828105
400,velikiy ustyug,60.7644,46.3106,0.15,98,100,4.12,RU,1735828106
401,ola,59.5833,151.2833,-19.74,74,16,3.87,RU,1735827852
402,magadan,59.5667,150.8,-18.88,68,15,3.17,RU,1735828109
403,camana,-16.6228,-72.7111,21.84,77,99,3.53,PE,1735828110
404,katima mulilo,-17.5,24.2667,26.05,68,71,4.21,NA,1735828112
405,carauari,-4.8828,-66.8958,22.94,99,100,0.25,BR,1735828113
406,cockburn town,21.4612,-71.1419,24.59,77,6,7.74,TC,1735828114
407,kendari,-3.945,122.4989,24.92,88,100,1.0,ID,1735828117
408,dazhou,31.2159,107.5009,9.41,77,45,1.38,CN,1735828118
409,sao vicente,-23.9631,-46.3919,29.98,62,20,4.63,BR,1735828120
410,howard springs,-12.497,131.047,26.95,84,100,0.95,AU,1735828122
411,punta del este,-34.9667,-54.95,29.06,86,20,8.23,UY,1735828124
412,cradock,-32.1642,25.6192,32.05,34,0,9.65,ZA,1735827983
413,nova xavantina,-14.6667,-52.35,27.15,77,83,2.15,BR,1735828126
414,mahikeng,-25.8652,25.6442,27.99,51,97,2.06,ZA,1735828127
415,olinda,-8.0089,-34.8553,30.85,62,40,6.69,BR,1735828015
416,fort bragg,35.139,-79.006,3.84,59,0,4.47,US,1735828131
417,krasnokamensk,50.0979,118.0369,-25.67,100,8,1.94,RU,1735827833
418,mount isa,-20.7333,139.5,25.87,57,96,3.6,AU,1735828134
419,saint-joseph,-21.3667,55.6167,27.21,77,82,3.87,RE,1735828059
420,calvinia,-31.4707,19.776,32.82,10,0,7.37,ZA,1735828137
421,nanning,22.8167,108.3167,15.25,42,0,2.73,CN,1735828138
422,tobruk,32.0836,23.9764,17.28,44,97,2.66,LY,1735828141
423,kargasok,59.0556,80.8572,-7.17,93,100,4.22,RU,1735828142
424,at taj,24.2049,23.2857,20.88,15,6,2.79,LY,1735828144
425,amungan,15.3652,119.9582,26.4,82,48,2.45,PH,1735828146
426,paita,-5.0892,-81.1144,20.74,85,100,3.82,PE,1735828147
427,kushiro,42.975,144.3747,-7.47,86,89,1.54,JP,1735828148
428,campo gallo,-26.5833,-62.85,25.04,69,99,0.77,AR,1735828150
429,pemangkat,1.1667,108.9667,26.84,83,100,2.73,ID,1735828151
430,donggongon,5.907,116.1015,27.96,89,20,1.54,MY,1735828152
431,lobujya,27.95,86.8167,-10.78,11,0,5.25,NP,1735828154
432,iquitos,-3.7481,-73.2472,27.02,89,75,1.03,PE,1735828155
433,oranjestad,12.524,-70.027,29.39,71,40,8.75,AW,1735828156
434,puerto colombia,10.9878,-74.9547,29.05,71,57,3.51,CO,1735828158
435,doctor arroyo,23.6667,-100.1833,10.79,88,74,3.05,MX,1735828159
436,vera,-29.4593,-60.2126,32.84,30,2,2.59,AR,1735828160
437,chilliwack,49.1747,-121.9443,4.03,83,100,4.63,CA,1735828162
438,zaozersk,69.4005,32.4476,-17.11,100,96,3.57,RU,1735828163
439,razole,16.4833,81.8333,20.26,83,56,1.54,IN,1735828164
440,nogliki,51.8333,143.1667,-17.47,95,100,5.42,RU,1735828166
441,kristiansund,63.1115,7.732,-1.6,86,75,7.2,NO,1735828167
442,lewiston orchards,46.3804,-116.9754,3.26,92,100,2.06,US,1735828168
443,hays,30.0502,-98.0336,9.34,77,33,1.07,US,1735828170
444,sola,-13.8833,167.55,27.93,75,100,4.39,VU,1735828171
445,mogocha,53.7333,119.7667,-26.83,97,64,1.16,RU,1735828172
446,mincivan,39.0294,46.7185,7.7,41,0,1.23,AZ,1735828174
447,vernon,50.2581,-119.2691,-0.26,93,100,0.51,CA,1735828176
448,okahao,-17.885,15.0667,32.59,27,97,2.87,NA,1735828178
449,kiruna,67.8557,20.2251,-22.49,77,0,3.09,SE,1735827526
450,tubarjal,30.4999,38.216,12.65,37,0,0.46,SA,1735828180
451,horqueta,-23.3428,-57.0597,33.91,41,100,1.76,PY,1735828182
452,east london,-33.0153,27.9116,24.52,73,75,5.66,ZA,1735828183
453,kabwe,-14.4469,28.4464,24.06,66,62,2.53,ZM,1735828184
454,horta,38.5333,-28.6333,18.9,93,75,11.62,PT,1735828185
455,ulsteinvik,62.3432,5.8487,-2.05,88,100,3.13,NO,1735828187
456,obuase,6.206,-1.6619,38.32,23,60,1.09,GH,1735828188
457,buwenge,0.6422,33.1744,30.17,31,16,1.46,UG,1735828189
458,lisala,2.15,21.5167,37.51,12,91,2.14,CD,1735828192
459,nampula,-15.1165,39.2666,31.97,48,75,3.6,MZ,1735827982
460,hafar al-batin,28.4328,45.9708,15.32,25,0,5.14,SA,1735827958
461,fortuna,40.5982,-124.1573,13.29,93,100,4.92,US,1735828196
462,dunfermline,56.0716,-3.4589,2.14,78,40,3.09,GB,1735827919
463,rodino,52.5,80.25,-5.13,92,100,8.02,RU,1735828199
464,byron bay,-28.65,153.6167,21.27,79,52,2.71,AU,1735828200
465,visby,57.6409,18.296,0.12,74,20,7.2,SE,1735828013
466,shushtar,32.0455,48.8567,15.99,35,0,2.11,IR,1735828203
467,las lomitas,-24.7096,-60.593,31.17,52,93,1.9,AR,1735828204
468,le port,-20.9373,55.2919,25.5,99,38,1.42,RE,1735828205
469,bandundu,-3.3167,17.3667,31.54,54,78,1.42,CD,1735828206
470,ponta delgada,37.7333,-25.6667,19.4,94,75,6.69,PT,1735828208
471,svetlyy yar,48.4748,44.781,7.43,70,15,9.76,RU,1735828209
472,uturoa,-16.7333,-151.4333,27.76,79,89,5.62,PF,1735828211
473,taulaga,-11.0553,-171.0883,27.53,76,100,1.39,AS,1735828212
474,siwa oasis,29.2041,25.5195,17.1,42,4,3.54,EG,1735828213
475,prado,-17.3411,-39.2208,27.23,70,100,3.1,BR,1735828216
476,yelizovo,53.1873,158.3805,-3.92,42,75,5.0,RU,1735828217
477,alofi,-19.0595,-169.9187,24.94,94,20,2.06,NU,1735828218
478,carupano,10.6678,-63.2585,26.56,84,54,4.94,VE,1735828220
479,torrevieja,37.9787,-0.6822,16.91,63,0,1.34,ES,1735828221
480,cold lake,54.4502,-110.2017,-21.03,84,100,2.57,CA,1735828222
481,wau,7.7029,27.9953,33.38,14,77,3.01,SS,1735828224
482,loreto,22.2667,-101.9667,10.69,60,23,1.98,MX,1735828225
483,shindand,33.3029,62.1474,1.28,85,100,2.24,AF,1735828226
484,kualakapuas,-3.0091,114.3876,24.55,94,100,1.23,ID,1735828077
485,revda,56.801,59.9303,-6.38,83,99,4.15,RU,1735828229
486,cabo san lucas,22.8909,-109.9124,19.31,80,6,1.29,MX,1735828230
487,malinao ilaya,14.0,121.8333,25.26,90,71,4.17,PH,1735828232
488,kapuskasing,49.4169,-82.4331,-8.95,92,100,4.12,CA,1735828233
489,cogealac,44.55,28.5667,10.03,61,1,4.5,RO,1735828234
490,saint-denis,48.9167,2.3333,5.34,95,100,2.57,FR,1735828236
491,haimen,23.1935,116.6142,14.95,79,4,7.19,CN,1735828237
492,lodja,-3.4833,23.4333,31.5,46,96,0.89,CD,1735828238
493,altenkunstadt,50.125,11.2503,1.92,99,100,1.71,DE,1735828240
494,cukai,4.25,103.4167,25.17,86,25,3.18,MY,1735828241
495,igarka,67.4667,86.5833,-18.77,95,95,4.93,RU,1735828242
496,warrenton,-28.114,24.8475,32.12,27,100,7.12,ZA,1735828244
497,binhe,32.6883,112.8275,2.01,61,38,3.0,CN,1735828245
498,soligalich,59.0778,42.2864,-2.48,85,100,7.13,RU,1735828246
499,kaba,47.35,21.2833,9.43,73,100,6.59,HU,1735828248
500,fuglafjordur,62.244,-6.814,1.85,56,100,14.66,FO,1735828249
501,bairnsdale,-37.8333,147.6167,10.59,87,31,0.45,AU,1735828250
502,dubbo,-32.25,148.6167,20.07,68,0,7.2,AU,1735828251
503,la plata,-34.9215,-57.9545,30.93,20,30,7.27,AR,1735828253
504,thinadhoo,0.5333,72.9333,27.24,78,100,6.42,MV,1735828254
505,kiunga,-6.1219,141.2906,22.97,99,100,0.93,PG,1735828255
506,altamira,-3.2033,-52.2064,28.05,89,75,2.57,BR,1735828257
507,zhengjiatun,43.5064,123.5064,-10.3,46,0,2.97,CN,1735828258
508,scottburgh,-30.2867,30.7532,24.8,78,100,3.65,ZA,1735828259
509,balqash,46.8481,74.995,-3.67,93,75,4.0,KZ,1735828261
510,vilyuysk,63.7553,121.6247,-51.31,100,62,0.91,RU,1735828262
511,katsuren-haebaru,26.3369,127.8719,19.01,81,75,3.6,JP,1735828263
512,grand falls-windsor,48.9332,-55.6649,5.28,92,100,3.58,CA,1735828265
513,naberera,-4.2,36.9333,24.29,53,74,6.73,TZ,1735828266
514,baise city,23.8997,106.6133,19.01,54,100,0.54,CN,1735828267
515,carolina beach,34.0352,-77.8936,4.45,65,0,5.69,US,1735828269
516,sicuani,-14.2694,-71.2261,12.22,68,100,1.64,PE,1735828270
517,saynshand,44.8824,110.1163,-12.11,44,0,3.89,MN,1735828271
518,taroudant,30.4703,-8.877,20.56,24,3,1.4,MA,1735828273
519,karasburg,-28.0167,18.75,38.02,9,0,1.9,NA,1735828274
520,shitanjing,39.2342,106.3439,-6.24,49,2,1.35,CN,1735828275
